filename,width,height,class,xmin,ymin,xmax,ymax
P00769.jpg,552,568,Pliers,26,154,159,315
P00770.jpg,535,407,Knife,84,141,498,266
P00770.jpg,535,407,Wrench,125,168,503,292
P00770.jpg,535,407,Wrench,175,244,437,287
P00771.jpg,537,564,Knife,199,286,371,525
P00771.jpg,537,564,Knife,52,127,293,321
P00771.jpg,537,564,Gun,26,131,214,277
P00771.jpg,537,564,Wrench,31,150,208,356
P00771.jpg,537,564,Pliers,30,147,146,307
P00772.jpg,499,402,Knife,31,121,459,326
P00772.jpg,499,402,Wrench,155,81,427,207
P00772.jpg,499,402,Wrench,70,109,447,274
P00773.jpg,576,564,Knife,243,282,390,516
P00773.jpg,576,564,Knife,35,158,298,304
P00773.jpg,576,564,Gun,19,166,199,288
P00773.jpg,576,564,Wrench,22,186,224,360
P00773.jpg,576,564,Pliers,19,173,168,328
P00774.jpg,529,380,Knife,47,71,500,255
P00774.jpg,529,380,Wrench,61,158,348,284
P00774.jpg,529,380,Wrench,98,106,483,219
P00775.jpg,573,569,Knife,243,265,361,514
P00775.jpg,573,569,Knife,24,157,214,375
P00775.jpg,573,569,Gun,16,160,191,270
P00775.jpg,573,569,Wrench,18,176,217,336
P00775.jpg,573,569,Pliers,18,173,168,327
P00776.jpg,522,394,Knife,76,130,501,348
P00776.jpg,522,394,Wrench,188,83,467,193
P00776.jpg,522,394,Wrench,134,116,462,351
P00777.jpg,559,566,Knife,195,287,373,518
P00777.jpg,559,566,Knife,68,139,190,415
P00777.jpg,559,566,Gun,20,150,195,276
P00777.jpg,559,566,Wrench,22,169,205,349
P00777.jpg,559,566,Pliers,24,142,152,326
P00778.jpg,508,466,Knife,6,97,409,291
P00778.jpg,508,466,Wrench,52,221,313,322
P00778.jpg,508,466,Wrench,72,162,444,297
P00779.jpg,630,567,Knife,365,228,413,479
P00779.jpg,630,567,Knife,34,211,296,413
P00779.jpg,630,567,Gun,25,222,191,290
P00779.jpg,630,567,Wrench,20,233,251,349
P00779.jpg,630,567,Pliers,11,208,239,362
P00780.jpg,388,514,Knife,80,42,344,447
P00780.jpg,388,514,Wrench,102,18,277,277
P00780.jpg,388,514,Wrench,164,72,281,401
P00781.jpg,579,597,Knife,113,352,400,486
P00781.jpg,579,597,Knife,116,99,256,343
P00781.jpg,579,597,Gun,194,96,297,264
P00781.jpg,579,597,Wrench,183,106,254,329
P00781.jpg,579,597,Pliers,145,103,247,276
P00782.jpg,508,389,Knife,33,117,465,303
P00782.jpg,508,389,Wrench,161,61,440,155
P00782.jpg,508,389,Wrench,48,128,424,303
P00783.jpg,590,565,Knife,307,224,410,454
P00783.jpg,590,565,Knife,43,178,216,406
P00783.jpg,590,565,Gun,22,185,191,286
P00783.jpg,590,565,Wrench,13,193,233,352
P00784.jpg,492,439,Knife,16,79,430,289
P00784.jpg,492,439,Wrench,62,219,330,306
P00784.jpg,492,439,Wrench,66,91,428,278
P00785.jpg,582,508,Knife,55,210,335,375
P00785.jpg,582,508,Gun,352,115,541,241
P00785.jpg,582,508,Wrench,292,87,508,269
P00785.jpg,582,508,Pliers,297,91,496,186
P00786.jpg,536,423,Knife,69,207,474,323
P00786.jpg,536,423,Wrench,213,146,476,205
P00786.jpg,536,423,Wrench,83,221,462,326
P00787.jpg,567,486,Knife,81,179,481,330
P00787.jpg,567,486,Knife,241,264,530,384
P00787.jpg,567,486,Gun,0,297,175,431
P00787.jpg,567,486,Wrench,75,375,280,470
P00787.jpg,567,486,Pliers,46,389,260,467
P00788.jpg,549,404,Knife,23,85,444,241
P00788.jpg,549,404,Wrench,9,77,400,270
P00789.jpg,583,539,Knife,257,259,553,346
P00789.jpg,583,539,Knife,102,182,502,327
P00789.jpg,583,539,Gun,54,346,233,492
P00789.jpg,583,539,Wrench,122,379,317,525
P00789.jpg,583,539,Pliers,87,404,301,525
P00790.jpg,549,407,Knife,92,171,514,319
P00790.jpg,549,407,Wrench,232,137,502,191
P00790.jpg,549,407,Wrench,149,157,519,330
P00791.jpg,592,559,Knife,51,281,358,334
P00791.jpg,592,559,Knife,40,239,450,415
P00791.jpg,592,559,Gun,355,128,510,250
P00791.jpg,592,559,Wrench,271,96,455,294
P00791.jpg,592,559,Pliers,277,90,492,222
P00792.jpg,537,391,Knife,63,105,468,223
P00792.jpg,537,391,Wrench,79,207,356,278
P00792.jpg,537,391,Wrench,95,107,477,216
P00793.jpg,588,489,Knife,239,272,534,360
P00793.jpg,588,489,Knife,168,170,548,413
P00793.jpg,588,489,Gun,67,337,236,430
P00793.jpg,588,489,Wrench,82,395,295,470
P00793.jpg,588,489,Pliers,53,400,261,470
P00794.jpg,460,426,Knife,71,78,442,393
P00794.jpg,460,426,Wrench,133,27,385,214
P00794.jpg,460,426,Wrench,113,104,409,389
P00795.jpg,582,513,Knife,85,219,329,324
P00795.jpg,582,513,Knife,18,133,430,389
P00795.jpg,582,513,Gun,332,118,501,233
P00795.jpg,582,513,Pliers,303,93,523,193
P00795.jpg,582,513,Wrench,278,91,491,264
P00796.jpg,547,367,Gun,80,178,501,315
P00796.jpg,547,367,Wrench,233,138,499,184
P00796.jpg,547,367,Wrench,124,160,519,319
P00797.jpg,613,581,Knife,144,248,539,349
P00797.jpg,613,581,Knife,233,251,535,337
P00797.jpg,613,581,Gun,140,390,310,496
P00797.jpg,613,581,Wrench,213,400,338,555
P00797.jpg,613,581,Pliers,171,405,358,566
P00798.jpg,484,737,Knife,68,437,461,686
P00798.jpg,484,737,Wrench,115,412,381,526
P00798.jpg,484,737,Wrench,100,437,416,698
P00799.jpg,591,541,Knife,159,114,462,194
P00799.jpg,591,541,Knife,65,119,457,378
P00799.jpg,591,541,Knife,82,147,284,379
P00799.jpg,591,541,Gun,358,163,534,295
P00799.jpg,591,541,Wrench,306,143,534,275
P00799.jpg,591,541,Pliers,355,159,560,219
P00800.jpg,524,395,Knife,53,69,458,186
P00800.jpg,524,395,Wrench,183,190,451,227
P00800.jpg,524,395,Wrench,83,92,454,162
P00801.jpg,592,508,Knife,236,200,516,321
P00801.jpg,592,508,Knife,130,261,517,356
P00801.jpg,592,508,Gun,91,359,261,448
P00801.jpg,592,508,Wrench,125,381,330,488
P00801.jpg,592,508,Pliers,94,383,302,483
P00802.jpg,466,407,Knife,54,79,440,374
P00802.jpg,466,407,Wrench,136,74,384,373
P00803.jpg,567,578,Knife,195,275,367,513
P00803.jpg,567,578,Knife,177,176,291,501
P00803.jpg,567,578,Gun,80,160,182,273
P00803.jpg,567,578,Pliers,29,162,161,338
P00803.jpg,567,578,Wrench,18,168,195,369
P00804.jpg,538,360,Knife,56,201,460,305
P00804.jpg,538,360,Wrench,98,161,483,335
P00804.jpg,538,360,Wrench,99,135,373,193
P00805.jpg,613,577,Knife,81,213,483,393
P00805.jpg,613,577,Knife,136,306,393,389
P00805.jpg,613,577,Gun,310,123,472,242
P00805.jpg,613,577,Wrench,255,102,426,297
P00805.jpg,613,577,Pliers,261,101,460,248
P00806.jpg,528,323,Knife,31,29,454,156
P00806.jpg,528,323,Gun,78,101,217,237
P00806.jpg,528,323,Wrench,63,62,456,184
P00807.jpg,534,556,Gun,65,140,189,262
P00807.jpg,534,556,Knife,96,164,293,499
P00807.jpg,534,556,Knife,107,286,310,476
P00808.jpg,570,575,Knife,176,291,249,557
P00808.jpg,570,575,Gun,56,151,176,289
P00808.jpg,570,575,Knife,63,233,252,455
P00808.jpg,570,575,Wrench,10,182,218,363
P00809.jpg,541,572,Knife,109,280,174,548
P00809.jpg,541,572,Knife,57,196,171,473
P00809.jpg,541,572,Gun,62,134,165,247
P00809.jpg,541,572,Wrench,21,144,181,345
P00810.jpg,580,581,Gun,62,151,210,298
P00810.jpg,580,581,Knife,200,299,254,562
P00810.jpg,580,581,Knife,74,236,268,471
P00810.jpg,580,581,Wrench,32,198,240,368
P00811.jpg,564,602,Knife,187,306,237,572
P00811.jpg,564,602,Knife,84,237,237,472
P00811.jpg,564,602,Gun,53,143,209,301
P00811.jpg,564,602,Wrench,31,195,235,369
P00812.jpg,552,577,Gun,43,111,183,266
P00812.jpg,552,577,Knife,58,199,180,461
P00812.jpg,552,577,Knife,143,269,196,545
P00812.jpg,552,577,Wrench,20,153,190,341
P00813.jpg,525,556,Knife,94,259,160,525
P00813.jpg,525,556,Knife,58,184,118,452
P00813.jpg,525,556,Gun,48,98,182,258
P00813.jpg,525,556,Wrench,34,137,162,339
P00814.jpg,622,567,Gun,36,183,209,308
P00814.jpg,622,567,Knife,194,294,378,528
P00814.jpg,622,567,Knife,84,262,328,494
P00814.jpg,622,567,Wrench,37,247,264,377
P00815.jpg,590,512,Knife,38,325,346,364
P00815.jpg,590,512,Knife,123,360,421,444
P00815.jpg,590,512,Gun,355,333,500,427
P00815.jpg,590,512,Wrench,260,307,513,445
P00815.jpg,590,512,Pliers,284,287,520,465
P00816.jpg,1512,662,Gun,297,328,487,391
P00816.jpg,1512,662,Knife,317,204,833,385
P00816.jpg,1512,662,Gun,1141,232,1319,327
P00816.jpg,1512,662,Wrench,1106,136,1512,246
P00816.jpg,1512,662,Wrench,1125,283,1419,358
P00816.jpg,1512,662,Wrench,332,375,582,417
P00816.jpg,1512,662,Pliers,295,348,553,434
P00817.jpg,1536,662,Gun,856,325,1024,422
P00817.jpg,1536,662,Knife,856,316,1364,520
P00817.jpg,1536,662,Pliers,790,293,1085,389
P00817.jpg,1536,662,Wrench,848,291,1131,373
P00818.jpg,1536,662,Knife,0,474,333,548
P00818.jpg,1536,662,Gun,204,390,392,461
P00818.jpg,1536,662,Pliers,171,369,378,421
P00818.jpg,1536,662,Wrench,91,364,349,421
P00819.jpg,1536,660,Gun,903,83,1071,215
P00819.jpg,1536,660,Knife,792,101,1051,347
P00819.jpg,1536,660,Wrench,823,51,1071,293
P00820.jpg,1536,662,Knife,35,108,257,374
P00820.jpg,1536,662,Wrench,33,52,259,294
P00821.jpg,1536,671,Knife,1178,155,1366,489
P00821.jpg,1536,671,Gun,1051,146,1182,258
P00822.jpg,1536,793,Knife,804,294,1042,473
P00822.jpg,1536,793,Wrench,755,313,1104,532
P00823.jpg,1536,698,Knife,173,154,446,469
P00823.jpg,1536,698,Gun,13,199,218,296
P00823.jpg,1536,698,Pliers,3,220,243,351
P00824.jpg,1536,746,Knife,681,395,1151,542
P00825.jpg,1536,751,Knife,813,152,889,480
P00825.jpg,1536,751,Gun,667,124,794,234
P00825.jpg,1536,751,Pliers,646,144,774,310
P00826.jpg,1536,714,Knife,1315,215,1510,510
P00827.jpg,1536,633,Knife,757,146,946,439
P00827.jpg,1536,633,Gun,587,175,757,262
P00827.jpg,1536,633,Pliers,569,181,772,336
P00828.jpg,1536,650,Knife,517,167,808,421
P00829.jpg,984,1024,Knife,175,424,598,530
P00829.jpg,984,1024,Gun,477,416,660,548
P00829.jpg,984,1024,Gun,141,544,371,617
P00829.jpg,984,1024,Gun,533,285,678,397
P00830.jpg,1536,761,Knife,76,193,263,484
P00830.jpg,1536,761,Gun,39,123,163,251
P00830.jpg,1536,761,Pliers,0,162,126,304
P00831.jpg,1536,811,Knife,0,255,312,388
P00831.jpg,1536,811,Gun,1212,238,1280,344
P00831.jpg,1536,811,Wrench,1149,190,1303,449
P00832.jpg,1536,710,Knife,692,189,1104,292
P00832.jpg,1536,710,Gun,970,106,1102,213
P00832.jpg,1536,710,Wrench,813,126,1120,226
P00832.jpg,1536,710,Pliers,821,100,1135,218
P00833.jpg,1536,807,Knife,702,357,1149,554
P00834.jpg,1536,539,Knife,747,108,788,367
P00834.jpg,1536,539,Gun,567,24,726,172
P00835.jpg,556,604,Knife,247,168,454,514
P00835.jpg,556,604,Knife,309,279,375,553
P00835.jpg,556,604,Pliers,206,377,296,520
P00835.jpg,556,604,Wrench,379,311,493,512
P00836.jpg,752,667,Knife,78,147,457,244
P00837.jpg,494,525,Knife,173,163,399,373
P00837.jpg,494,525,Gun,237,36,339,209
P00837.jpg,494,525,Wrench,180,25,330,305
P00838.jpg,585,508,Knife,126,338,525,399
P00838.jpg,585,508,Gun,260,355,425,414
P00838.jpg,585,508,Wrench,140,433,376,473
P00838.jpg,585,508,Pliers,52,254,172,416
P00839.jpg,556,623,Knife,83,407,476,552
P00840.jpg,482,525,Knife,183,159,368,388
P00840.jpg,482,525,Gun,207,48,291,214
P00840.jpg,482,525,Wrench,175,51,271,321
P00841.jpg,549,570,Knife,126,188,260,534
P00841.jpg,549,570,Wrench,39,225,117,424
P00841.jpg,549,570,Pliers,57,158,262,202
P00842.jpg,700,643,Knife,123,348,505,597
P00843.jpg,468,468,Knife,167,165,401,369
P00843.jpg,468,468,Gun,232,29,366,196
P00843.jpg,468,468,Wrench,176,24,353,283
P00844.jpg,639,556,Knife,116,265,485,467
P00844.jpg,639,556,Wrench,86,329,303,463
P00844.jpg,639,556,Pliers,34,173,199,327
P00845.jpg,616,636,Knife,104,142,483,247
P00846.jpg,508,424,Knife,151,153,425,294
P00846.jpg,508,424,Gun,259,29,432,191
P00846.jpg,508,424,Wrench,180,16,447,233
P00847.jpg,580,524,Knife,52,338,414,383
P00847.jpg,580,524,Knife,218,299,485,421
P00847.jpg,580,524,Gun,154,291,327,432
P00847.jpg,580,524,Pliers,448,247,515,449
P00848.jpg,853,663,Knife,8,354,388,616
P00849.jpg,540,429,Knife,113,81,419,156
P00849.jpg,540,429,Gun,72,171,244,215
P00849.jpg,540,429,Gun,82,217,284,242
P00849.jpg,540,429,Wrench,113,75,491,168
P00850.jpg,610,514,Gun,134,231,311,373
P00850.jpg,610,514,Knife,33,232,321,368
P00850.jpg,610,514,Pliers,394,257,521,461
P00851.jpg,625,622,Knife,75,340,452,572
P00852.jpg,546,361,Knife,120,87,423,123
P00852.jpg,546,361,Gun,65,156,242,253
P00852.jpg,546,361,Wrench,111,81,496,168
P00853.jpg,614,543,Gun,283,325,456,441
P00853.jpg,614,543,Knife,129,317,535,444
P00853.jpg,614,543,Wrench,130,436,371,498
P00853.jpg,614,543,Pliers,53,283,161,458
P00854.jpg,758,641,Knife,109,177,499,226
P00855.jpg,518,381,Knife,132,168,442,260
P00855.jpg,518,381,Gun,266,29,447,182
P00855.jpg,518,381,Wrench,159,28,415,243
P00856.jpg,594,479,Gun,113,220,285,327
P00856.jpg,594,479,Knife,66,259,357,323
P00856.jpg,594,479,Pliers,430,149,520,379
P00857.jpg,830,653,Knife,139,428,536,573
P00858.jpg,530,444,Knife,88,74,396,214
P00858.jpg,530,444,Gun,59,188,232,253
P00858.jpg,530,444,Wrench,109,159,347,278
P00859.jpg,595,523,Gun,341,298,498,399
P00859.jpg,595,523,Knife,115,336,512,428
P00859.jpg,595,523,Wrench,164,475,402,498
P00859.jpg,595,523,Pliers,93,327,164,495
P00860.jpg,703,648,Knife,47,236,353,522
P00861.jpg,487,457,Knife,164,186,428,364
P00861.jpg,487,457,Gun,256,61,394,219
P00861.jpg,487,457,Wrench,186,47,391,290
P00862.jpg,600,578,Gun,333,304,439,443
P00862.jpg,600,578,Knife,105,161,439,473
P00862.jpg,600,578,Pliers,23,141,231,273
P00863.jpg,807,693,Knife,107,135,483,318
P00864.jpg,417,514,Knife,24,66,229,318
P00864.jpg,417,514,Gun,86,228,194,394
P00864.jpg,417,514,Wrench,25,25,306,322
P00864.jpg,417,514,Wrench,133,165,221,374
P00865.jpg,580,598,Gun,112,367,279,507
P00865.jpg,580,598,Knife,182,142,266,444
P00865.jpg,580,598,Knife,205,163,379,508
P00865.jpg,580,598,Pliers,202,112,411,245
P00866.jpg,650,638,Knife,109,359,488,572
P00867.jpg,542,528,Knife,14,75,210,334
P00867.jpg,542,528,Gun,101,243,190,402
P00867.jpg,542,528,Wrench,23,29,285,331
P00867.jpg,542,528,Wrench,137,179,197,389
P00868.jpg,584,528,Gun,356,296,529,422
P00868.jpg,584,528,Knife,63,290,470,436
P00868.jpg,584,528,Knife,89,407,385,471
P00868.jpg,584,528,Wrench,145,461,380,498
P00868.jpg,584,528,Pliers,70,309,140,482
P00869.jpg,670,780,Knife,314,297,602,642
P00870.jpg,501,500,Knife,21,58,256,294
P00870.jpg,501,500,Gun,88,220,197,377
P00870.jpg,501,500,Wrench,108,169,257,367
P00870.jpg,501,500,Wrench,28,23,340,301
P00871.jpg,586,612,Gun,99,359,259,483
P00871.jpg,586,612,Knife,171,139,297,416
P00871.jpg,586,612,Knife,169,134,416,495
P00871.jpg,586,612,Pliers,238,103,434,257
P00872.jpg,687,633,Knife,36,314,391,584
P00873.jpg,553,540,Knife,18,85,187,354
P00873.jpg,553,540,Gun,97,255,186,412
P00873.jpg,553,540,Wrench,23,31,265,348
P00873.jpg,553,540,Wrench,114,193,223,411
P00874.jpg,633,520,Gun,259,136,443,268
P00874.jpg,633,520,Knife,66,101,505,344
P00874.jpg,633,520,Pliers,52,215,186,385
P00875.jpg,620,583,Knife,80,185,457,469
P00875.jpg,620,583,Gun,280,335,423,437
P00875.jpg,620,583,Pliers,43,168,224,331
P00875.jpg,620,583,Wrench,82,311,271,473
P00876.jpg,336,327,Knife,108,40,217,257
P00876.jpg,336,327,Knife,86,79,216,172
P00877.jpg,308,301,Knife,74,35,252,243
P00877.jpg,308,301,Knife,47,146,179,252
P00878.jpg,464,345,Knife,166,70,263,203
P00878.jpg,464,345,Knife,104,134,206,226
P00878.jpg,464,345,Knife,40,122,126,263
P00879.jpg,1024,640,Knife,563,338,700,373
P00879.jpg,1024,640,Knife,433,372,571,424
P00879.jpg,1024,640,Knife,451,321,606,364
P00880.jpg,1024,640,Knife,456,230,489,356
P00880.jpg,1024,640,Knife,403,140,452,230
P00880.jpg,1024,640,Gun,515,217,606,336
P00880.jpg,1024,640,Knife,451,149,542,272
P00881.jpg,1024,640,Knife,408,221,456,375
P00881.jpg,1024,640,Knife,386,145,437,233
P00881.jpg,1024,640,Gun,577,187,675,298
P00881.jpg,1024,640,Knife,507,181,559,318
P00882.jpg,1024,640,Knife,404,173,458,316
P00882.jpg,1024,640,Knife,264,84,374,174
P00882.jpg,1024,640,Knife,399,141,502,239
P00883.jpg,1024,640,Knife,523,136,761,252
P00884.jpg,1024,640,Knife,597,240,765,488
P00884.jpg,1024,640,Knife,1,135,235,253
P00885.jpg,360,411,Knife,66,111,172,206
P00885.jpg,360,411,Knife,100,110,214,235
P00885.jpg,360,411,Knife,133,138,227,285
P00885.jpg,360,411,Knife,28,190,165,359
P00886.jpg,360,415,Knife,84,76,320,195
P00887.jpg,740,447,Knife,63,170,305,202
P00887.jpg,740,447,Knife,655,132,687,259
P00887.jpg,740,447,Knife,466,80,521,213
P00887.jpg,740,447,Knife,518,32,710,138
P00887.jpg,740,447,Knife,501,68,549,204
P00888.jpg,1176,439,Knife,49,281,390,381
P00888.jpg,1176,439,Knife,0,248,458,388
P00889.jpg,1024,640,Knife,706,214,741,437
P00890.jpg,1024,640,Knife,422,187,573,216
P00890.jpg,1024,640,Knife,340,189,697,330
P00891.jpg,880,1024,Knife,30,188,474,357
P00891.jpg,880,1024,Gun,379,149,566,314
P00891.jpg,880,1024,Gun,139,278,368,380
P00892.jpg,880,1024,Gun,405,565,642,666
P00892.jpg,880,1024,Knife,356,519,788,650
P00893.jpg,880,1024,Knife,338,570,768,703
P00893.jpg,880,1024,Gun,389,620,613,709
P00894.jpg,880,1024,Gun,563,350,707,471
P00894.jpg,880,1024,Knife,108,118,542,185
P00895.jpg,896,1024,Knife,244,624,683,771
P00895.jpg,896,1024,Gun,377,493,615,625
P00895.jpg,896,1024,Gun,208,630,389,776
P00896.jpg,896,1024,Gun,342,547,560,637
P00896.jpg,896,1024,Gun,109,497,286,697
P00896.jpg,896,1024,Knife,193,505,633,645
P00897.jpg,896,1024,Knife,72,219,521,361
P00897.jpg,896,1024,Gun,418,173,602,358
P00897.jpg,896,1024,Gun,181,281,413,386
P00898.jpg,888,1024,Gun,122,257,356,364
P00898.jpg,888,1024,Gun,364,143,552,310
P00898.jpg,888,1024,Knife,39,187,484,365
P00899.jpg,888,1024,Knife,157,195,596,295
P00899.jpg,888,1024,Gun,436,161,637,352
P00899.jpg,888,1024,Gun,95,336,323,439
P00900.jpg,888,1024,Gun,572,383,802,495
P00900.jpg,888,1024,Gun,258,436,447,561
P00900.jpg,888,1024,Knife,294,456,730,588
P00901.jpg,888,1024,Knife,112,170,551,269
P00901.jpg,888,1024,Gun,72,303,294,401
P00901.jpg,888,1024,Gun,409,129,616,329
P00902.jpg,888,1024,Gun,266,290,499,353
P00902.jpg,888,1024,Knife,109,234,542,354
P00903.jpg,888,1024,Knife,97,251,533,364
P00903.jpg,888,1024,Gun,242,296,469,354
P00904.jpg,888,1024,Gun,417,525,574,660
P00904.jpg,888,1024,Gun,286,328,510,374
P00904.jpg,888,1024,Knife,129,283,564,369
P00905.jpg,912,1024,Knife,243,357,686,539
P00905.jpg,912,1024,Gun,161,416,346,606
P00905.jpg,912,1024,Gun,368,386,611,518
P00906.jpg,912,1024,Gun,381,460,622,584
P00906.jpg,912,1024,Gun,163,475,349,664
P00906.jpg,912,1024,Knife,249,415,687,598
P00907.jpg,904,1024,Knife,443,383,871,557
P00907.jpg,904,1024,Gun,368,441,558,633
P00907.jpg,904,1024,Gun,553,478,792,554
P00908.jpg,912,1024,Knife,355,461,791,539
P00909.jpg,904,1024,Knife,310,583,750,747
P00909.jpg,904,1024,Gun,361,630,596,729
P00910.jpg,912,1024,Knife,383,491,823,671
P00910.jpg,912,1024,Gun,548,358,698,453
P00911.jpg,920,1024,Knife,162,463,585,531
P00912.jpg,928,1024,Knife,349,463,795,670
P00912.jpg,928,1024,Gun,234,558,423,743
P00912.jpg,928,1024,Gun,461,503,703,637
P00913.jpg,936,1024,Gun,404,499,650,657
P00913.jpg,936,1024,Gun,222,565,406,748
P00913.jpg,936,1024,Knife,297,444,748,682
P00914.jpg,936,1024,Knife,309,196,756,336
P00914.jpg,936,1024,Gun,371,238,613,370
P00914.jpg,936,1024,Gun,664,206,831,374
P00915.jpg,928,1024,Knife,247,373,426,594
P00915.jpg,928,1024,Knife,122,396,564,516
P00916.jpg,928,1024,Knife,116,595,554,720
P00917.jpg,936,1024,Knife,98,315,380,393
P00917.jpg,936,1024,Knife,124,581,567,720
P00918.jpg,928,1024,Knife,386,428,668,577
P00918.jpg,928,1024,Knife,370,455,804,543
P00919.jpg,944,1024,Knife,130,319,576,439
P00919.jpg,944,1024,Gun,219,347,451,479
P00919.jpg,944,1024,Gun,470,304,639,475
P00920.jpg,952,1024,Gun,326,131,517,272
P00920.jpg,952,1024,Gun,107,278,353,424
P00920.jpg,952,1024,Knife,24,167,443,458
P00921.jpg,944,1024,Knife,23,231,405,587
P00921.jpg,944,1024,Gun,283,214,455,319
P00921.jpg,944,1024,Gun,83,359,333,552
P00922.jpg,944,1024,Knife,411,181,675,424
P00922.jpg,944,1024,Knife,152,531,599,678
P00923.jpg,560,578,Gun,106,161,263,274
P00923.jpg,560,578,Gun,244,387,434,491
P00923.jpg,560,578,Wrench,35,232,202,429
P00923.jpg,560,578,Pliers,254,229,355,474
P00924.jpg,555,581,Gun,101,162,258,278
P00924.jpg,555,581,Gun,239,389,428,492
P00924.jpg,555,581,Pliers,246,228,351,478
P00924.jpg,555,581,Wrench,31,236,206,434
P00925.jpg,620,491,Gun,408,72,561,237
P00925.jpg,620,491,Gun,73,222,270,381
P00925.jpg,620,491,Wrench,226,285,470,422
P00925.jpg,620,491,Pliers,111,120,386,242
P00926.jpg,616,497,Gun,392,70,560,238
P00926.jpg,616,497,Gun,74,224,273,382
P00926.jpg,616,497,Pliers,108,120,385,243
P00926.jpg,616,497,Wrench,227,284,465,426
P00927.jpg,490,608,Gun,39,97,236,164
P00927.jpg,490,608,Gun,230,350,407,539
P00927.jpg,490,608,Wrench,309,174,422,401
P00927.jpg,490,608,Pliers,62,214,151,477
P00928.jpg,498,619,Gun,46,106,241,173
P00928.jpg,498,619,Gun,236,362,411,548
P00928.jpg,498,619,Pliers,72,223,155,485
P00928.jpg,498,619,Wrench,316,182,430,411
P00929.jpg,634,477,Gun,22,264,165,446
P00929.jpg,634,477,Gun,316,75,527,260
P00929.jpg,634,477,Wrench,141,64,377,169
P00929.jpg,634,477,Pliers,202,315,475,407
P00930.jpg,632,473,Gun,309,73,528,259
P00930.jpg,632,473,Gun,17,259,169,442
P00930.jpg,632,473,Pliers,202,312,477,408
P00930.jpg,632,473,Wrench,142,63,374,169
P00931.jpg,670,513,Gun,51,23,272,184
P00931.jpg,670,513,Gun,91,374,303,513
P00931.jpg,670,513,Wrench,45,204,275,348
P00932.jpg,670,509,Gun,51,20,268,180
P00932.jpg,670,509,Gun,93,371,302,506
P00932.jpg,670,509,Wrench,47,201,268,344
P00933.jpg,633,633,Gun,345,363,536,558
P00933.jpg,633,633,Gun,23,318,122,496
P00933.jpg,633,633,Wrench,141,403,345,562
P00934.jpg,627,636,Gun,344,364,530,555
P00934.jpg,627,636,Gun,24,318,117,496
P00934.jpg,627,636,Wrench,130,406,334,564
P00935.jpg,638,541,Gun,386,17,589,176
P00935.jpg,638,541,Gun,317,416,505,474
P00935.jpg,638,541,Wrench,385,230,604,371
P00936.jpg,632,539,Gun,383,14,586,174
P00936.jpg,632,539,Gun,309,414,498,479
P00936.jpg,632,539,Wrench,379,228,599,374
P00937.jpg,547,599,Gun,384,113,498,296
P00937.jpg,547,599,Gun,0,84,145,245
P00937.jpg,547,599,Wrench,184,83,298,281
P00938.jpg,546,598,Gun,357,117,546,294
P00938.jpg,546,598,Gun,0,82,149,250
P00938.jpg,546,598,Wrench,185,85,299,284
P00939.jpg,674,375,Gun,113,245,325,351
P00939.jpg,674,375,Gun,17,151,268,276
P00939.jpg,674,375,Wrench,45,115,285,170
P00940.jpg,668,354,Gun,106,220,314,317
P00940.jpg,668,354,Gun,10,155,262,276
P00940.jpg,668,354,Wrench,43,114,283,162
P00941.jpg,512,607,Gun,402,310,498,493
P00941.jpg,512,607,Gun,42,364,175,552
P00942.jpg,496,609,Gun,390,316,486,496
P00942.jpg,496,609,Gun,25,365,163,556
P00943.jpg,630,518,Gun,296,48,521,163
P00943.jpg,630,518,Gun,402,302,630,449
P00943.jpg,630,518,Wrench,264,414,497,467
P00944.jpg,628,522,Gun,302,53,519,161
P00944.jpg,628,522,Gun,402,313,624,451
P00944.jpg,628,522,Wrench,266,420,494,464
P00945.jpg,825,542,Gun,484,153,704,286
P00945.jpg,825,542,Gun,183,157,429,297
P00945.jpg,825,542,Pliers,376,35,709,214
P00945.jpg,825,542,Wrench,461,265,705,322
P00946.jpg,813,541,Gun,451,156,671,279
P00946.jpg,813,541,Gun,172,152,408,295
P00946.jpg,813,541,Wrench,443,268,690,325
P00946.jpg,813,541,Pliers,364,35,697,215
P00947.jpg,865,703,Gun,449,193,656,320
P00947.jpg,865,703,Gun,200,224,409,395
P00947.jpg,865,703,Pliers,334,63,606,225
P00948.jpg,864,702,Gun,445,196,651,314
P00948.jpg,864,702,Gun,192,225,404,396
P00948.jpg,864,702,Pliers,327,63,600,222
P00948.jpg,864,702,Wrench,335,236,567,349
P00949.jpg,877,639,Gun,199,222,405,367
P00949.jpg,877,639,Gun,441,299,654,428
P00949.jpg,877,639,Pliers,201,405,472,483
P00949.jpg,877,639,Wrench,314,286,544,329
P00950.jpg,874,637,Gun,195,222,404,366
P00950.jpg,874,637,Gun,430,296,636,424
P00950.jpg,874,637,Wrench,299,276,537,326
P00950.jpg,874,637,Pliers,201,401,470,483
P00951.jpg,878,728,Gun,218,341,418,457
P00951.jpg,878,728,Gun,451,258,655,427
P00951.jpg,878,728,Wrench,338,253,556,425
P00951.jpg,878,728,Pliers,294,406,571,599
P00952.jpg,876,728,Gun,427,258,645,429
P00952.jpg,876,728,Gun,214,336,414,459
P00952.jpg,876,728,Pliers,297,408,568,600
P00952.jpg,876,728,Wrench,329,255,542,431
